State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Maharashtra,Mumbai,Mumbai- Fruit Market,Orange,Other,FAQ,08-02-2020,2800.0,4000.0,3400.0,18
Maharashtra,Nashik,Nasik,Garlic,Other,FAQ,16-05-2023,2500.0,10500.0,8550.0,25
Maharashtra,Sangli,Bhusaval_San,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,2021-04-17 00:00:00,4220.14,4736.89,4519.25,6
Maharashtra,Raigad,Panvel,Ginger(Green),Other,FAQ,27-11-2020,3000.0,3400.0,3200.0,103
Maharashtra,Raigad,Pen,Peas Wet,Other,FAQ,30-07-2021,8000.0,9000.0,8000.0,174
Maharashtra,Nashik,Nasik,Cabbage,Other,FAQ,16-03-2022,835.0,1705.0,1250.0,154
Maharashtra,Buldhana,Amalner_Bul,Wheat,Other,FAQ,2020-07-02 00:00:00,1930.8,2188.66,2078.79,1
Maharashtra,Latur,Chopada_Lat,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,2020-07-07 00:00:00,4504.95,5056.58,4824.25,6
Maharashtra,Mumbai,Mumbai,Mint(Pudina),Other,FAQ,06-06-2020,400.0,600.0,500.0,360
Maharashtra,Nashik,Nasik,Chilly Capsicum,Other,FAQ,07-10-2024,5000.0,8125.0,7190.0,88
Maharashtra,Amravati,Amarawati,Wheat,147 Average,FAQ,08-09-2023,2400.0,2525.0,2462.0,1
Maharashtra,Amravati,Amarawati,Bengal Gram(Gram)(Whole),Other,FAQ,12-05-2023,4450.0,4600.0,4525.0,6
Maharashtra,Palghar,Mumbai- Fruit Market_Pal,Karbuja(Musk Melon),Other,FAQ,2021-03-06 00:00:00,1999.67,2838.35,2402.16,187
Maharashtra,Nashik,Devala,Tamarind Fruit,Other,FAQ,22-04-2021,1205.0,1400.0,1370.0,261
Maharashtra,Nashik,Dindori(Vani),Onion,Other,FAQ,02-12-2022,700.0,1600.0,1155.0,23
Maharashtra,Ahmednagar,Sinner_Ahm,Bajra(Pearl Millet/Cumbu),Other,FAQ,2020-01-11 00:00:00,1806.18,2240.01,2024.67,28
Maharashtra,Mumbai,Mumbai- Fruit Market,Seetapal,Other,FAQ,16-11-2020,2800.0,6000.0,4400.0,201
Maharashtra,Mumbai,Mumbai,Cauliflower,Other,FAQ,06-03-2023,800.0,1400.0,1100.0,34
Maharashtra,Nashik,Chandvad,Cucumbar(Kheera),Other,FAQ,30-06-2023,2877.0,2877.0,2877.0,159
Maharashtra,Jalgaon,Yawal,Green Gram (Moong)(Whole),Green (Whole),FAQ,08-11-2023,9000.0,10000.0,9500.0,9
Maharashtra,Nashik,Nandgaon,Arhar (Tur/Red Gram)(Whole),Other,FAQ,15-06-2022,4699.0,5400.0,5000.0,49
Maharashtra,Mumbai,Mumbai,Sugar,Other,FAQ,06-07-2024,3800.0,4400.0,4100.0,48
Maharashtra,Jalgaon,Chalisgaon,Maize,Yellow,FAQ,11-02-2020,1100.0,1480.0,1300.0,4
Maharashtra,Mumbai,Mumbai,Brinjal,Other,FAQ,13-11-2021,2000.0,3000.0,2500.0,35
Maharashtra,Nanded,Jalgaon_Nan,Carrot,Other,FAQ,2024-12-14 00:00:00,1716.03,2151.42,1933.25,153
Maharashtra,Jalgaon,Bhusaval,Little gourd (Kundru),Other,FAQ,30-06-2022,2500.0,2500.0,2500.0,302
Maharashtra,Latur,Mumbai_Lat,Black pepper,Other,FAQ,2024-07-04 00:00:00,52382.87,72517.32,62479.31,38
Maharashtra,Wardha,Achalpur_War,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,2023-11-05 00:00:00,10593.15,11871.19,11228.83,11
Maharashtra,Mumbai,Mumbai,Gur(Jaggery),Other,FAQ,18-10-2024,4850.0,5800.0,5325.0,74
Maharashtra,Ahmednagar,Nampur_Ahm,Bajra(Pearl Millet/Cumbu),Other,FAQ,2021-04-15 00:00:00,1879.97,2331.53,2107.4,28
Maharashtra,Nagpur,Amarawati_Nag,Wheat,Other,FAQ,2022-08-15 00:00:00,2024.94,2270.56,2140.65,1
Maharashtra,Satara,Chandvad_Sat,Onion,Red,FAQ,2024-11-19 00:00:00,45259.19,46971.67,46506.58,23
Maharashtra,Nashik,Malegaon,Mataki,Other,FAQ,28-12-2021,5000.0,5000.0,5000.0,93
Maharashtra,Sangli,Dharangaon_San,Maize,Yellow,FAQ,2023-10-14 00:00:00,1725.87,2041.06,1910.1,4
Maharashtra,Nanded,Bhusaval_Nan,Coriander(Leaves),Other,FAQ,2021-11-01 00:00:00,2019.85,3102.67,2544.6,43
Maharashtra,Osmanabad,Mumbai_Osm,Arhar Dal(Tur Dal),Other,FAQ,2024-09-24 00:00:00,8653.79,12336.41,10768.42,260
Maharashtra,Raigad,Roha,Paddy(Dhan)(Common),Other,FAQ,21-09-2021,1868.0,2000.0,1934.0,2
Maharashtra,Jalgaon,Chopada,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,26-11-2021,11501.0,11501.0,11501.0,11
Maharashtra,Parbhani,Bhusaval_Par,Green Chilli,Other,FAQ,2023-06-07 00:00:00,3414.51,4152.57,3781.08,87
Maharashtra,Nagpur,Daryapur_Nag,Black Gram (Urd Beans)(Whole),Other,FAQ,2021-11-11 00:00:00,4666.23,5719.2,5237.71,8
Maharashtra,Beed,Jalgaon_Bee,Carrot,Other,FAQ,2024-01-21 00:00:00,1716.25,2151.7,1933.5,153
Maharashtra,Thane,Karjat(Raigad)_Tha,Black Gram (Urd Beans)(Whole),Other,FAQ,2022-09-10 00:00:00,5765.6,7038.08,6663.12,8
Maharashtra,Dhule,Jalgaon_Dhu,Coriander(Leaves),Other,FAQ,2024-08-09 00:00:00,2085.99,3175.95,2602.4,43
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Pomegranate,Other,FAQ,15-02-2023,4000.0,6000.0,5000.0,190
Maharashtra,Beed,Amalner_Bee,Bajra(Pearl Millet/Cumbu),Other,FAQ,2022-11-23 00:00:00,2363.65,2822.96,2638.78,28
Maharashtra,Latur,Jalgaon_Lat,Guava,Other,FAQ,2020-10-25 00:00:00,1590.61,2573.03,2073.93,185
Maharashtra,Nashik,Nasik,Onion,Other,FAQ,19-05-2023,200.0,1000.0,600.0,23
Maharashtra,Nashik,Kalvan,Onion,Other,FAQ,17-09-2020,500.0,3500.0,2500.0,23
Maharashtra,Mumbai,Vashi New Mumbai,Potato,Other,FAQ,06-01-2020,1900.0,2300.0,2100.0,24
Maharashtra,Nashik,Lasalgaon(Niphad),Maize,Other,FAQ,16-05-2024,2040.0,2366.0,2300.0,4
Maharashtra,Mumbai,Mumbai,Mint(Pudina),Other,FAQ,24-09-2024,800.0,900.0,850.0,360
Maharashtra,Mumbai,Mumbai,Drumstick,Other,FAQ,01-10-2020,4500.0,6000.0,5300.0,168
Maharashtra,Jalgaon,Chopada,Bengal Gram(Gram)(Whole),Other,FAQ,16-02-2024,9941.0,10340.0,10000.0,6
Maharashtra,Nashik,Nandgaon,Groundnut,Other,FAQ,25-07-2022,4925.0,6651.0,6101.0,10
Maharashtra,Nashik,Nandgaon,Maize,Yellow,FAQ,27-03-2023,1891.0,2246.0,2105.0,4
Maharashtra,Palghar,Mumbai_Pal,Bengal Gram(Gram)(Whole),Other,FAQ,2023-06-21 00:00:00,5944.85,6900.44,6496.49,6
Maharashtra,Latur,Jalgaon_Lat,Potato,Other,FAQ,2023-07-09 00:00:00,1140.2,1659.46,1399.16,24
Maharashtra,Amravati,Daryapur,Soyabean,Yellow,FAQ,19-10-2022,3405.0,5050.0,4700.0,13
Maharashtra,Raigad,Murud,Rice,Other,FAQ,17-12-2023,1000.0,1500.0,1200.0,3
Maharashtra,Nanded,Raver_Nan,Maize,Yellow,FAQ,2024-10-10 00:00:00,2064.21,2441.18,2284.55,4
Maharashtra,Nagpur,Chandur Bazar_Nag,Wheat,Other,FAQ,2025-01-02 00:00:00,2133.85,2392.69,2255.79,1
Maharashtra,Parbhani,Chalisgaon_Par,Soyabean,Other,FAQ,2022-01-16 00:00:00,4668.22,5201.2,5013.15,13
Maharashtra,Nashik,Devala,Green Gram (Moong)(Whole),Green (Whole),FAQ,17-01-2022,5600.0,6305.0,5600.0,9
Maharashtra,Jalgaon,Jalgaon,Tomato,Other,FAQ,25-08-2021,400.0,750.0,500.0,78
Maharashtra,Jalgaon,Amalner,Black Gram (Urd Beans)(Whole),Other,FAQ,09-11-2022,5651.0,6801.0,6801.0,8
Maharashtra,Ahmednagar,Lasalgaon(Niphad)_Ahm,Bengal Gram(Gram)(Whole),Other,FAQ,2023-07-01 00:00:00,4109.84,5227.36,4732.69,6
Maharashtra,Jalgaon,Jalgaon,Cucumbar(Kheera),Other,FAQ,31-12-2020,1000.0,1000.0,1000.0,159
Maharashtra,Nashik,Manmad,Wheat,Other,FAQ,11-06-2021,1500.0,1775.0,1675.0,1
Maharashtra,Raigad,Karjat(Raigad),Paddy(Dhan)(Common),Other,FAQ,27-06-2024,2250.0,2450.0,2350.0,2
Maharashtra,Nagpur,Amrawati(Frui & Veg. Market)_Nag,Pomegranate,Other,FAQ,2020-01-26 00:00:00,5564.68,8195.1,6877.51,190
Maharashtra,Latur,Jalgaon_Lat,Bhindi(Ladies Finger),Other,FAQ,2021-06-06 00:00:00,2018.14,2551.9,2284.31,85
Maharashtra,Chandrapur,Amrawati(Frui & Veg. Market)_Cha,Cauliflower,Other,FAQ,2021-05-23 00:00:00,1561.88,1960.34,1761.6,34
Maharashtra,Hingoli,Jalgaon_Hin,Soyabean,Other,FAQ,2021-03-01 00:00:00,4798.6,5346.46,5153.16,13
Maharashtra,Pune,Malegaon_Pun,Arhar (Tur/Red Gram)(Whole),Other,FAQ,2022-06-01 00:00:00,5600.05,6812.82,6540.75,49
Maharashtra,Mumbai,Mumbai,Ginger(Green),Other,Local,30-01-2025,2000.0,2400.0,2200.0,103
Maharashtra,Dhule,Chopada_Dhu,Wheat,Other,FAQ,2020-02-20 00:00:00,2036.28,2308.22,2192.35,1
Maharashtra,Mumbai,Mumbai- Fruit Market,Pineapple,Other,FAQ,23-09-2023,2500.0,6000.0,4250.0,21
Maharashtra,Mumbai,Mumbai,Black Gram Dal (Urd Dal),Other,FAQ,26-07-2021,8000.0,9500.0,9000.0,264
Maharashtra,Beed,Raver_Bee,Wheat,Other,FAQ,2022-03-13 00:00:00,1889.86,2456.84,2181.04,1
Maharashtra,Mumbai,Mumbai,Cummin Seed(Jeera),Other,FAQ,19-12-2022,22000.0,28000.0,25000.0,42
Maharashtra,Nashik,Chandvad,Maize,Yellow,FAQ,01-06-2023,1600.0,1800.0,1700.0,4
Maharashtra,Thane,Pen_Tha,Bhindi(Ladies Finger),Other,FAQ,2024-01-13 00:00:00,3846.21,4226.34,4012.01,85
Maharashtra,Latur,Jalgaon_Lat,Guava,Other,Local,2024-12-29 00:00:00,1405.81,2274.08,1832.98,185
Maharashtra,Osmanabad,Jalgaon_Osm,Soyabean,Other,FAQ,2023-11-20 00:00:00,4576.88,5099.43,4915.06,13
Maharashtra,Parbhani,Bhusaval_Par,Bitter gourd,Other,FAQ,2021-04-25 00:00:00,2329.55,2885.35,2612.39,81
Maharashtra,Wardha,Amrawati(Frui & Veg. Market)_War,Tomato,Local,FAQ,2022-09-24 00:00:00,1524.07,1905.71,1713.81,78
Maharashtra,Sindhudurg,Panvel_Sin,Beans,Other,FAQ,2024-11-18 00:00:00,4160.88,4614.04,4366.26,94
Maharashtra,Nashik,Ghoti,Cucumbar(Kheera),Other,FAQ,25-07-2024,1400.0,1600.0,1500.0,159
Maharashtra,Osmanabad,Jalgaon_Osm,Potato,Other,FAQ,2021-08-24 00:00:00,1527.7,2223.43,1874.68,24
Maharashtra,Kolhapur,Jalgaon_Kol,Spinach,Other,FAQ,2022-02-01 00:00:00,1457.71,1698.06,1580.96,342
Maharashtra,Ratnagiri,Mumbai_Rat,Ginger(Dry),Other,FAQ,2023-04-29 00:00:00,19679.4,32054.0,25011.34,27
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Karbuja(Musk Melon),Other,FAQ,13-06-2023,2500.0,3000.0,2750.0,187
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Beetroot,Other,FAQ,14-01-2025,1400.0,1600.0,1500.0,157
Maharashtra,Osmanabad,Chopada_Osm,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,2020-09-06 00:00:00,4605.2,5169.1,4931.6,6
Maharashtra,Jalgaon,Jalgaon,Lime,Other,FAQ,24-11-2020,800.0,2000.0,1100.0,180
Maharashtra,Pune,Devala_Pun,Jowar(Sorghum),Other,FAQ,2020-09-24 00:00:00,1796.14,2277.84,2027.38,5
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,10-02-2022,500.0,3061.0,2650.0,23
Maharashtra,Mumbai,Mumbai- Fruit Market,Water Melon,Other,FAQ,16-01-2020,900.0,1600.0,1250.0,73
Maharashtra,Bhandara,Amrawati(Frui & Veg. Market)_Bha,Ginger(Green),Other,FAQ,2022-10-22 00:00:00,4226.96,5527.22,4886.27,103
Maharashtra,Hingoli,Dharangaon_Hin,Wheat,Other,FAQ,2022-04-17 00:00:00,2025.87,2633.65,2338.01,1
Maharashtra,Mumbai,Mumbai,Methi Seeds,Methiseeds,FAQ,19-07-2022,6000.0,14000.0,10000.0,47
Maharashtra,Nashik,Yeola,Maize,Yellow,FAQ,07-07-2023,2090.0,2151.0,2130.0,4
Maharashtra,Chandrapur,Nandgaon Khandeshwar_Cha,Wheat,Other,FAQ,2021-03-10 00:00:00,2113.6,2369.98,2234.38,1
Maharashtra,Solapur,Chopada_Sol,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,2021-09-28 00:00:00,4757.19,5339.7,5094.37,6
Maharashtra,Beed,Chopada_Bee,Jowar(Sorghum),Other,FAQ,2020-11-22 00:00:00,2172.51,2908.34,2591.83,5
Maharashtra,Thane,Karjat(Raigad)_Tha,Wheat,Other,FAQ,2021-06-22 00:00:00,1710.8,2113.02,1906.26,1
Maharashtra,Raigad,Panvel,Bottle gourd,Other,FAQ,17-01-2023,1200.0,1500.0,1350.0,82
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Guava,Other,Local,16-12-2024,1000.0,2000.0,1500.0,185
Maharashtra,Jalgaon,Bhusaval,Beetroot,Other,FAQ,16-02-2022,1000.0,1000.0,1000.0,157
Maharashtra,Raigad,Karjat(Raigad),Bajra(Pearl Millet/Cumbu),Other,FAQ,21-03-2023,2500.0,2500.0,2500.0,28
Maharashtra,Nashik,Lasalgaon,Wheat,Maharashtra 2189,FAQ,01-12-2020,1451.0,1798.0,1551.0,1
Maharashtra,Beed,Jalgaon_Bee,Green Chilli,Other,FAQ,2020-02-09 00:00:00,2916.85,3547.34,3229.99,87
Maharashtra,Amravati,Shetkari Khushi Bazar,Soyabean,Other,FAQ,03-12-2024,2800.0,4200.0,4015.0,13
Maharashtra,Hingoli,Raver_Hin,Wheat,Other,FAQ,2024-07-12 00:00:00,2027.42,2635.66,2339.79,1
Maharashtra,Washim,Amalner_Was,Bajra(Pearl Millet/Cumbu),Other,FAQ,2023-07-03 00:00:00,2035.3,2430.81,2272.22,28
Maharashtra,Nashik,Malegaon,Soyabean,Yellow,FAQ,13-06-2024,3400.0,4336.0,4025.0,13
Maharashtra,Gadchiroli,Amalner_Gad,Chili Red,Other,FAQ,2020-03-12 00:00:00,11763.25,23214.08,17648.15,26
Maharashtra,Nashik,Lasalgaon,Onion,Other,FAQ,07-04-2021,700.0,1101.0,950.0,23
Maharashtra,Jalgaon,Jalgaon,Tomato,Other,FAQ,11-01-2025,500.0,800.0,650.0,78
Maharashtra,Mumbai,Mumbai,Brinjal,Other,FAQ,18-10-2021,2000.0,4000.0,3000.0,35
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,FAQ,17-11-2022,400.0,1700.0,1400.0,23
Maharashtra,Akola,Amrawati(Frui & Veg. Market)_Ako,Apple,Simla,Local,2024-10-11 00:00:00,6846.48,10491.67,8669.96,17
Maharashtra,Dhule,Chopada_Dhu,Jowar(Sorghum),Other,FAQ,2020-05-30 00:00:00,1901.25,2194.53,2064.79,5
Maharashtra,Dhule,Yawal_Dhu,Banana,Other,FAQ,2021-02-04 00:00:00,935.16,1287.61,1157.43,19
Maharashtra,Mumbai,Mumbai- Fruit Market,Water Melon,Other,FAQ,20-10-2023,1100.0,1800.0,1450.0,73
Maharashtra,Ratnagiri,Mumbai_Rat,Jowar(Sorghum),Other,FAQ,2020-03-13 00:00:00,2375.55,4348.23,3486.36,5
Maharashtra,Buldhana,Amalner_Bul,Maize,Deshi Red,FAQ,2020-06-22 00:00:00,1630.68,1867.85,1774.28,4
Maharashtra,Nashik,Yeola,Maize,Yellow,FAQ,04-03-2021,1400.0,1578.0,1525.0,4
Maharashtra,Latur,Jalgaon_Lat,Garlic,Other,FAQ,2023-01-31 00:00:00,5931.2,9159.89,7547.59,25
Maharashtra,Jalgaon,Bhusaval,Maize,Yellow,FAQ,30-04-2022,2000.0,2000.0,2000.0,4
Maharashtra,Beed,Pachora_Bee,Black Gram (Urd Beans)(Whole),Other,FAQ,2019-12-31 00:00:00,5173.39,6382.65,5926.48,8
Maharashtra,Mumbai,Mumbai,Methi Seeds,Methiseeds,FAQ,26-10-2021,12000.0,16000.0,14000.0,47
Maharashtra,Mumbai,Mumbai,Chili Red,Other,FAQ,04-05-2022,20000.0,40000.0,30000.0,26
Maharashtra,Beed,Jalgaon_Bee,Pomegranate,Other,FAQ,2022-07-01 00:00:00,5001.8,9516.86,7263.93,190
Maharashtra,Solapur,Bhusaval_Sol,Cauliflower,Other,FAQ,2023-09-15 00:00:00,1707.27,2343.14,2022.34,34
Maharashtra,Sindhudurg,Karjat(Raigad)_Sin,Wheat,Other,FAQ,2021-04-14 00:00:00,1693.19,2091.26,1886.63,1
Maharashtra,Satara,Nasik_Sat,Ginger(Green),Other,FAQ,2022-07-21 00:00:00,4154.07,6039.29,5156.88,103
Maharashtra,Mumbai,Mumbai,Jowar(Sorghum),Other,FAQ,19-04-2023,2800.0,5000.0,4200.0,5
Maharashtra,Nashik,Yeola,Bengal Gram(Gram)(Whole),Other,FAQ,08-07-2024,5351.0,6363.0,6200.0,6
Maharashtra,Jalgaon,Chalisgaon,Arhar (Tur/Red Gram)(Whole),Other,FAQ,31-05-2024,10000.0,11471.0,10800.0,49
Maharashtra,Satara,Yeola_Sat,Wheat,Maharashtra 2189,FAQ,2024-09-27 00:00:00,1803.84,2131.86,1967.67,1
Maharashtra,Amravati,Daryapur,Jowar(Sorghum),Other,FAQ,12-08-2024,2300.0,2410.0,2340.0,5
Maharashtra,Jalgaon,Pachora,Soyabean,Other,FAQ,04-10-2024,3500.0,4175.0,3830.0,13
Maharashtra,Amravati,Amarawati,Bengal Gram(Gram)(Whole),Other,FAQ,01-07-2022,4200.0,4450.0,4325.0,6
Maharashtra,Beed,Jalgaon_Bee,Ginger(Green),Other,FAQ,2023-01-27 00:00:00,3746.15,5648.8,4685.37,103
Maharashtra,Nashik,Nandgaon,Maize,Yellow,FAQ,29-04-2021,1342.0,1545.0,1475.0,4
Maharashtra,Parbhani,Chopada_Par,Maize,Deshi Red,FAQ,2023-12-08 00:00:00,1824.99,2158.27,2019.79,4
Maharashtra,Amravati,Amarawati,Maize,Deshi Red,FAQ,13-09-2024,2000.0,2100.0,2050.0,4
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Green Chilli,Other,FAQ,28-07-2023,5500.0,6000.0,5750.0,87
Maharashtra,Yavatmal,Dharangaon_Yav,Wheat,Other,FAQ,2021-10-17 00:00:00,2168.57,2819.16,2502.69,1
Maharashtra,Latur,Bhusaval_Lat,Guar,Other,FAQ,2023-08-19 00:00:00,3929.58,4620.51,4274.3,75
Maharashtra,Thane,Panvel_Tha,Carrot,Other,FAQ,2022-04-13 00:00:00,2782.26,3118.85,2939.63,153
Maharashtra,Raigad,Karjat(Raigad),Arhar (Tur/Red Gram)(Whole),Other,FAQ,01-03-2022,5700.0,6100.0,5900.0,49
Maharashtra,Nashik,Kalvan,Onion,Other,FAQ,20-12-2023,400.0,2505.0,1800.0,23
Maharashtra,Amravati,Daryapur,Arhar (Tur/Red Gram)(Whole),Other,FAQ,05-11-2024,9000.0,10100.0,9900.0,49
Maharashtra,Jalgaon,Amalner,Corriander seed,Other,FAQ,01-06-2024,6500.0,6500.0,6500.0,108
Maharashtra,Washim,Jalgaon_Was,Bengal Gram(Gram)(Whole),Other,FAQ,2022-05-15 00:00:00,4671.66,5243.7,5002.77,6
Maharashtra,Nashik,Chandvad,Brinjal,Other,FAQ,22-04-2021,420.0,700.0,500.0,35
Maharashtra,Gadchiroli,Chopada_Gad,Wheat,Other,FAQ,2022-08-06 00:00:00,2181.25,2835.65,2517.33,1
Maharashtra,Nagpur,Varud_Nag,Maize,Other,FAQ,2021-01-18 00:00:00,1635.55,1768.63,1704.1,4
Maharashtra,Hingoli,Chalisgaon_Hin,Jowar(Sorghum),Jowar ( White),FAQ,2020-11-22 00:00:00,2088.04,2795.28,2491.07,5
Maharashtra,Ahmednagar,Nasik_Ahm,Onion,Pole,FAQ,2021-11-29 00:00:00,41557.85,43130.29,42703.23,23
Maharashtra,Chandrapur,Chandur Bazar_Cha,Soyabean,Yellow,FAQ,2020-07-04 00:00:00,4752.84,5454.94,5186.77,13
Maharashtra,Kolhapur,Mumbai_Kol,French Beans (Frasbean),Other,FAQ,2020-12-08 00:00:00,3961.21,5410.82,4685.47,298
Maharashtra,Pune,Manmad_Pun,Bengal Gram(Gram)(Whole),Other,FAQ,2020-06-11 00:00:00,3840.94,4885.34,4423.04,6
Maharashtra,Jalgaon,Shantilal Jain Agro,Cotton,Other,FAQ,29-08-2023,6830.0,7030.0,6980.0,15
Maharashtra,Jalgaon,Jalgaon,Carrot,Other,FAQ,22-07-2023,2500.0,2500.0,2500.0,153
Maharashtra,Nandurbar,Amalner_Nan,Soyabean,Other,FAQ,2020-10-31 00:00:00,4489.2,4925.85,4781.52,13
Maharashtra,Mumbai,Mumbai,Jowar(Sorghum),Other,FAQ,23-09-2020,1900.0,4500.0,3200.0,5
Maharashtra,Mumbai,Mumbai,Bajra(Pearl Millet/Cumbu),Other,FAQ,02-02-2024,2700.0,3700.0,3300.0,28
Maharashtra,Sindhudurg,Karjat(Raigad)_Sin,Bengal Gram(Gram)(Whole),Other,FAQ,2020-09-21 00:00:00,4372.92,4653.25,4515.4,6
Maharashtra,Nagpur,Amrawati(Frui & Veg. Market)_Nag,Garlic,Other,FAQ,2023-02-09 00:00:00,6879.23,12799.94,9832.36,25
Maharashtra,Sindhudurg,Karjat(Raigad)_Sin,Jowar(Sorghum),Other,FAQ,2023-02-13 00:00:00,2231.85,3424.38,2800.16,5
Maharashtra,Amravati,Amarawati,Bajra(Pearl Millet/Cumbu),Other,FAQ,20-06-2022,1900.0,2100.0,2000.0,28
Maharashtra,Jalgaon,Jalgaon,Guar,Other,FAQ,09-05-2020,1000.0,2000.0,1500.0,75
Maharashtra,Nashik,Lasalgaon,Maize,Other,FAQ,09-10-2020,960.0,1319.0,1220.0,4
Maharashtra,Jalgaon,Dharangaon,Jowar(Sorghum),Other,FAQ,20-03-2023,3135.0,3700.0,3135.0,5
Maharashtra,Nashik,Lasalgaon,Wheat,Maharashtra 2189,FAQ,21-12-2023,2400.0,3302.0,2852.0,1
Maharashtra,Nashik,Nasik,Cabbage,Other,FAQ,29-08-2021,210.0,415.0,300.0,154
Maharashtra,Mumbai,Mumbai,Ridgeguard(Tori),Other,FAQ,28-01-2021,2000.0,2400.0,2100.0,160
Maharashtra,Jalgaon,Chopada,Green Gram (Moong)(Whole),Green (Whole),FAQ,07-10-2023,9000.0,11551.0,10666.0,9
Maharashtra,Nashik,Lasalgaon,Onion,Other,FAQ,04-08-2021,700.0,1901.0,1660.0,23
Maharashtra,Nashik,Nasik,Green Chilli,Other,FAQ,18-06-2020,4500.0,6000.0,5500.0,87
Maharashtra,Mumbai,Mumbai,Cinamon(Dalchini),Other,FAQ,14-05-2024,15000.0,23000.0,19000.0,316
Maharashtra,Parbhani,Mumbai_Par,Mint(Pudina),Other,FAQ,2020-12-31 00:00:00,601.07,804.81,687.92,360
Maharashtra,Mumbai,Mumbai,Coconut,Other,FAQ,25-12-2023,1400.0,2000.0,1700.0,138
Maharashtra,Jalgaon,Yawal,Banana,Other,FAQ,02-09-2021,820.0,1220.0,1020.0,19
Maharashtra,Gadchiroli,Bhusaval_Gad,Cauliflower,Other,FAQ,2021-12-31 00:00:00,1363.26,1871.0,1614.84,34
Maharashtra,Nanded,Pachora_Nan,Jowar(Sorghum),Jowar ( White),FAQ,2023-02-22 00:00:00,1669.23,2234.6,1991.41,5
Maharashtra,Jalgaon,Amalner,Wheat,Other,FAQ,16-03-2023,2001.0,2301.0,2301.0,1
Maharashtra,Nashik,Lasalgaon(Vinchur),Maize,Other,FAQ,08-06-2021,1500.0,1689.0,1640.0,4
Maharashtra,Beed,Pachora_Bee,Soyabean,Other,FAQ,2020-07-17 00:00:00,3878.85,4321.71,4165.46,13
Maharashtra,Osmanabad,Bhusaval_Osm,Cucumbar(Kheera),Other,FAQ,2024-07-14 00:00:00,1211.33,1642.57,1423.42,159
Maharashtra,Nashik,Manmad,Onion,Other,FAQ,31-08-2021,325.0,1570.0,1430.0,23
Maharashtra,Ratnagiri,Mumbai_Rat,Sweet Pumpkin,Other,FAQ,2020-05-09 00:00:00,1665.25,2129.78,1861.82,173
Maharashtra,Nandurbar,Chopada_Nan,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,2023-03-15 00:00:00,4311.5,4709.74,4544.49,6
Maharashtra,Mumbai,Mumbai,Pointed gourd (Parval),Other,FAQ,18-04-2023,3000.0,5000.0,4000.0,303
Maharashtra,Amravati,Nandgaon Khandeshwar,Arhar (Tur/Red Gram)(Whole),Other,FAQ,21-02-2024,9250.0,10095.0,9550.0,49
Maharashtra,Latur,Chalisgaon_Lat,Bajra(Pearl Millet/Cumbu),Other,FAQ,2023-05-09 00:00:00,1796.46,2145.55,2005.57,28
Maharashtra,Nanded,Bhusaval_Nan,Bhindi(Ladies Finger),Other,FAQ,2024-10-05 00:00:00,2681.22,3390.35,3034.84,85
Maharashtra,Gadchiroli,Jamner_Gad,Cotton,Other,FAQ,2021-12-24 00:00:00,7991.48,8845.36,8506.89,15
Maharashtra,Mumbai,Mumbai,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,03-12-2021,10500.0,19000.0,14750.0,11
Maharashtra,Nashik,Nandgaon,Wheat,Maharashtra 2189,FAQ,07-02-2022,1811.0,1948.0,1921.0,1
Maharashtra,Washim,Jalgaon_Was,Bhindi(Ladies Finger),Other,FAQ,2022-05-21 00:00:00,2676.82,3384.79,3029.86,85
Maharashtra,Jalgaon,Amalner,Corriander seed,Other,FAQ,19-03-2024,6000.0,6200.0,6200.0,108
Maharashtra,Akola,Amrawati(Frui & Veg. Market)_Ako,Pumpkin,Other,FAQ,2023-04-14 00:00:00,964.09,1242.15,1103.01,84
Maharashtra,Jalgaon,Jalgaon,Pomegranate,Other,FAQ,20-05-2023,5000.0,11000.0,7000.0,190
Maharashtra,Ratnagiri,Mumbai_Rat,Black pepper,Other,Local,2025-03-05 00:00:00,50731.06,70230.6,60509.13,38
Maharashtra,Yavatmal,Jalgaon_Yav,Green Gram (Moong)(Whole),Other,FAQ,2022-03-15 00:00:00,6861.06,8444.28,7871.27,9
Maharashtra,Raigad,Karjat(Raigad),Bajra(Pearl Millet/Cumbu),Other,FAQ,09-11-2022,2000.0,2500.0,2300.0,28
Maharashtra,Amravati,Amrawati(Frui & Veg. Market),Cauliflower,Other,FAQ,18-01-2022,1400.0,2800.0,2100.0,34
