temperature,humidity,rainfall,nitrogen,phosphorus,potassium,ph,label
17.2,43.0,125.6,121.0,111.2,139.6,6.3,French Beans (Frasbean)
32.2,37.9,177.8,77.8,24.3,87.6,7.1,Snakeguard
25.1,42.7,68.7,86.4,138.0,63.7,6.8,Drumstick
29.0,66.4,170.2,132.2,3.4,146.0,6.1,Arhar (Tur/Red Gram)(Whole)
19.9,62.9,99.9,2.8,81.5,95.4,7.1,Sweet Pumpkin
33.8,46.7,85.6,43.8,123.2,18.2,8.5,Arecanut(Betelnut/Supari)
27.8,47.9,63.9,0.4,14.7,162.4,8.3,Jack Fruit
17.8,82.5,178.8,102.1,5.2,74.9,6.4,Cashewnuts
39.5,70.2,266.0,71.1,135.5,170.5,8.5,Potato
26.9,87.0,77.2,4.6,88.2,194.6,8.5,Potato
35.7,54.5,295.1,91.0,107.6,6.5,5.0,Paddy(Dhan)(Common)
37.1,52.5,187.5,7.1,61.8,170.6,7.7,Pineapple
16.8,79.0,282.6,13.4,65.3,69.2,8.0,Peas Wet
26.3,70.5,190.1,49.8,82.5,52.8,6.3,Snakeguard
29.7,37.0,124.2,43.9,86.4,118.9,8.2,Mustard
30.0,78.0,106.9,23.4,2.8,46.8,4.6,She Buffalo
29.8,56.4,138.5,105.6,46.9,161.5,7.2,Jute
13.2,35.8,248.4,59.6,116.2,55.9,5.5,Papaya
25.9,51.3,181.2,110.1,78.4,66.8,5.9,Amla(Nelli Kai)
32.7,72.0,99.3,90.9,57.1,139.6,6.5,Sweet Pumpkin
18.0,62.7,251.2,43.5,27.6,97.5,4.8,Mustard
21.8,46.8,282.9,95.7,38.1,132.2,7.9,Ginger(Dry)
16.8,62.0,223.9,108.4,6.2,87.7,5.0,Onion
16.6,36.8,199.1,67.9,3.9,78.0,4.9,Seetapal
39.6,61.8,192.3,117.1,71.5,83.4,7.0,Onion Green
36.1,57.4,165.7,132.2,46.4,183.9,8.4,Banana
34.1,32.8,252.0,24.9,74.6,165.7,5.5,Banana - Green
38.9,45.5,185.6,24.6,46.9,147.0,7.1,Green Gram (Moong)(Whole)
27.5,55.3,273.2,114.4,49.6,53.2,6.0,Cow
19.6,59.4,286.4,132.4,44.6,166.0,6.9,Cowpea (Lobia/Karamani)
18.9,38.2,171.4,111.9,137.9,182.4,6.3,Elephant Yam (Suran)
10.9,64.4,259.6,101.1,19.0,121.5,7.2,Ajwan
35.8,42.5,66.9,47.2,74.9,164.5,6.1,Ridgeguard(Tori)
11.6,81.3,281.8,12.7,16.4,6.8,4.9,Bajra(Pearl Millet/Cumbu)
11.3,73.6,274.5,88.7,95.2,96.8,5.1,Banana
21.2,70.2,68.0,35.9,103.5,98.4,6.1,Coriander(Leaves)
35.3,83.9,162.0,6.8,27.3,13.6,5.3,Maize
35.2,40.6,218.5,50.0,118.3,104.5,5.8,Tomato
36.9,77.6,290.6,32.4,53.3,104.0,5.4,Pointed gourd (Parval)
16.1,44.6,245.9,61.9,59.3,181.9,6.9,Onion
20.3,77.2,236.9,0.6,43.0,127.9,5.0,Marigold(Calcutta)
32.5,72.1,252.8,48.1,135.0,24.5,4.6,Mango (Raw-Ripe)
26.1,58.2,196.9,139.6,90.3,154.3,5.3,Water Melon
34.6,31.8,123.9,113.6,133.5,84.5,8.1,Leafy Vegetable
29.6,61.3,202.0,53.5,143.2,144.5,5.7,Chilly Capsicum
12.1,47.2,73.2,69.9,102.7,154.0,4.7,"Sesamum(Sesame,Gingelly,Til)"
36.9,67.8,235.2,117.1,7.9,159.1,7.0,Kulthi(Horse Gram)
14.2,42.5,188.4,128.7,47.3,66.3,6.8,Guar
27.3,65.9,234.7,4.1,78.5,10.8,7.3,Jute
22.8,57.4,179.4,116.5,95.6,71.6,7.2,Mustard
23.9,41.8,242.0,44.1,49.7,51.7,6.2,Bottle gourd
16.4,34.7,76.7,2.2,61.1,36.6,7.9,Ox
15.0,73.9,181.1,137.3,80.2,5.1,6.9,Cabbage
11.5,34.2,250.7,113.3,35.6,126.1,6.3,Potato
24.7,33.9,171.5,59.7,103.3,132.4,5.2,Water Melon
33.5,75.1,250.8,72.5,20.3,137.6,7.0,Raddish
15.4,77.8,164.2,46.0,22.9,34.4,7.1,Bhindi(Ladies Finger)
25.7,43.1,164.7,128.7,25.5,43.9,4.6,Maize
13.5,55.9,65.6,108.7,137.6,102.3,6.1,Green Chilli
19.7,74.2,169.0,52.6,57.2,94.2,7.6,Black Gram (Urd Beans)(Whole)
29.1,65.4,205.6,23.6,40.2,58.8,6.9,Soyabean
35.8,42.8,218.2,110.1,29.4,167.7,8.3,Jack Fruit
14.6,81.9,289.9,79.4,98.9,176.3,6.0,Paddy(Dhan)(Common)
12.7,42.0,269.4,103.4,2.0,50.9,5.4,Banana
11.4,84.4,268.3,64.2,23.7,170.2,5.8,Orange
20.7,89.2,201.4,33.2,14.8,31.3,5.5,Groundnut
19.3,83.2,243.7,102.9,115.6,55.2,8.0,Litchi
20.1,63.6,73.8,28.1,60.0,42.3,8.0,Black Gram Dal (Urd Dal)
17.0,87.8,212.9,41.6,134.8,151.8,5.6,Carrot
22.8,71.4,200.6,19.7,136.2,70.9,4.7,Ghee
26.2,43.8,84.2,138.0,2.5,191.4,5.4,"Sesamum(Sesame,Gingelly,Til)"
19.0,48.3,146.8,135.3,12.2,167.8,5.9,Sweet Potato
37.4,88.3,174.3,32.8,28.1,45.7,7.3,Mango (Raw-Ripe)
10.8,43.3,245.1,28.2,11.6,97.3,4.5,Sunflower
15.2,41.5,60.2,23.7,40.4,36.3,4.9,Bajra(Pearl Millet/Cumbu)
26.9,62.8,289.5,104.7,123.3,72.6,6.7,Arecanut(Betelnut/Supari)
11.7,73.0,133.2,130.7,143.0,68.8,6.9,Papaya
31.9,89.4,91.1,106.7,8.6,95.8,4.7,Cotton
15.4,84.0,87.9,13.4,94.7,79.1,6.6,Ox
17.9,60.2,166.7,111.3,120.8,58.1,7.8,Pointed gourd (Parval)
36.7,53.7,229.4,131.5,94.4,84.8,6.8,Cow
23.1,46.1,225.1,17.7,7.7,157.4,7.2,Green Peas
14.4,33.7,83.2,133.1,63.9,10.0,6.8,Soyabean
10.1,51.0,67.9,104.1,81.3,117.3,5.6,Spinach
17.5,70.9,146.5,88.6,77.8,112.6,5.5,Little gourd (Kundru)
29.0,56.3,220.0,15.2,139.4,153.8,7.0,Long Melon(Kakri)
32.6,82.3,219.7,57.7,109.3,41.8,5.8,Black Gram (Urd Beans)(Whole)
14.0,81.9,89.3,43.4,42.1,178.6,7.2,Bengal Gram Dal (Chana Dal)
15.8,50.5,269.5,2.0,1.5,44.4,6.0,Bitter gourd
13.0,61.3,197.2,102.2,37.6,172.6,8.3,Papaya
36.2,85.9,191.3,97.5,133.8,145.0,5.1,Sabu Dan
13.5,50.1,169.2,1.4,4.6,11.4,6.7,Goat
17.7,37.9,227.1,5.5,131.2,106.1,7.1,Gur(Jaggery)
16.8,88.5,147.6,127.4,32.7,38.8,7.0,Mango
25.3,61.9,116.9,127.6,53.4,9.3,5.7,Cauliflower
39.8,53.2,165.8,42.0,34.3,189.1,7.5,Orange
19.3,49.8,97.4,113.0,40.0,67.7,6.2,Spinach
31.7,51.2,297.2,100.1,53.3,30.6,6.9,Mataki
26.8,76.6,103.3,41.5,7.5,193.5,6.4,Cabbage
28.3,73.8,298.3,95.0,33.6,22.2,7.1,Gur(Jaggery)
33.1,81.7,255.1,58.3,105.9,59.0,4.7,Banana
38.6,71.8,184.8,71.5,23.1,76.3,7.2,Turmeric
14.8,81.6,146.5,137.5,130.5,39.9,6.5,Corriander seed
18.9,81.7,151.7,65.9,122.8,18.3,6.1,Potato
37.2,53.6,128.5,133.3,91.0,78.0,7.7,Tender Coconut
30.5,43.7,155.8,78.0,128.8,66.8,5.0,Sabu Dan
24.4,69.3,97.3,74.7,46.1,107.9,7.6,Peas Wet
34.0,61.4,97.0,14.4,62.5,69.2,7.1,Arhar (Tur/Red Gram)(Whole)
38.8,62.3,53.5,36.1,65.2,142.0,7.4,Potato
25.0,67.0,133.7,94.9,67.2,89.7,7.9,Jowar(Sorghum)
19.8,38.7,114.2,35.9,84.6,70.0,7.9,Other Pulses
10.3,79.6,250.2,14.6,83.6,95.1,5.0,Mint(Pudina)
14.4,50.6,266.2,21.7,12.0,99.3,5.7,Sabu Dan
24.6,72.5,105.4,60.9,75.3,203.4,6.0,Rice
14.1,58.9,257.1,119.0,123.2,86.3,7.7,Leafy Vegetable
29.8,63.2,199.4,109.7,69.7,8.4,5.2,Chili Red
24.4,81.4,260.0,113.7,66.6,183.7,6.0,Peas Wet
31.3,74.6,189.7,30.0,78.2,103.1,6.4,Amla(Nelli Kai)
17.1,82.4,233.0,103.9,144.5,164.5,7.8,Pomegranate
30.0,42.0,117.2,61.6,64.7,158.8,6.0,Cauliflower
39.5,42.6,157.6,136.7,59.1,71.6,4.9,Gur(Jaggery)
38.9,67.6,88.2,24.1,82.6,73.1,7.6,Pomegranate
19.3,31.8,87.5,78.7,22.9,150.9,4.6,Jowar(Sorghum)
13.2,70.2,122.2,82.0,85.7,147.4,7.5,Peas Wet
21.7,86.8,111.7,93.6,107.3,91.9,8.3,Tamarind Fruit
14.4,53.7,216.2,42.8,38.7,166.8,8.4,Beans
16.1,89.9,185.3,39.8,144.2,198.1,6.3,Jack Fruit
26.7,38.5,146.8,62.6,142.8,72.0,7.1,Onion
24.6,87.6,233.2,15.5,30.8,200.0,7.4,Beans
23.0,49.3,226.6,121.8,113.8,108.8,4.9,Mataki
33.7,56.3,177.6,130.5,54.8,8.6,7.6,Bengal Gram Dal (Chana Dal)
14.0,59.8,92.3,17.7,135.2,124.0,7.1,Coriander(Leaves)
19.5,88.1,115.6,43.8,121.3,10.3,6.4,Ghee
14.7,30.9,222.6,13.8,16.7,152.7,5.6,Snakeguard
33.7,76.6,244.9,50.5,128.0,2.6,5.7,Gur(Jaggery)
34.7,73.7,107.3,133.9,3.7,68.2,5.5,Banana - Green
13.4,62.0,264.5,103.1,31.3,81.9,6.5,Onion
28.6,80.6,51.8,108.8,52.2,193.5,6.2,Cotton
32.1,78.9,58.0,6.7,114.5,109.3,6.8,Raddish
29.4,89.8,108.1,39.1,140.9,36.6,6.5,Banana - Green
18.9,50.8,141.2,137.1,52.3,22.3,7.6,Litchi
18.7,89.5,254.1,99.1,8.9,185.4,7.7,Papaya
36.6,54.7,201.1,88.2,60.5,29.6,4.9,Ridgeguard(Tori)
26.7,70.3,142.8,54.8,79.1,16.2,7.7,Pineapple
19.4,84.9,60.5,32.8,117.2,171.0,4.9,Elephant Yam (Suran)
31.6,73.9,178.7,22.6,12.1,3.9,5.2,Drumstick
12.0,54.3,174.4,100.8,15.5,28.7,5.6,Bhindi(Ladies Finger)
12.3,84.0,287.4,138.6,117.4,29.1,7.3,Karbuja(Musk Melon)
28.2,37.7,299.1,108.2,127.2,84.9,6.5,Mustard
39.6,76.8,147.6,81.0,132.1,113.6,5.2,Cummin Seed(Jeera)
17.7,61.7,122.7,96.3,68.2,94.1,8.4,Bitter gourd
28.2,36.2,259.0,114.0,77.4,28.9,4.6,Peach
25.1,55.8,232.3,33.9,86.2,181.2,8.1,Arhar Dal(Tur Dal)
21.1,40.4,74.6,45.8,19.7,32.1,7.2,Onion Green
30.1,45.1,57.7,67.7,48.1,37.2,5.5,Cotton
23.5,66.8,222.1,71.8,69.0,132.2,6.7,Bitter gourd
15.9,50.8,234.2,92.3,112.9,15.1,6.8,Sweet Pumpkin
16.2,59.0,117.1,40.2,95.2,198.6,6.9,Potato
26.9,89.6,163.9,100.0,114.9,101.3,7.9,Bengal Gram(Gram)(Whole)
10.7,30.2,106.8,56.9,123.4,163.7,5.6,Sugarcane
24.2,47.9,213.7,29.6,131.6,175.1,6.4,Garlic
33.8,67.8,168.5,90.2,131.5,116.1,7.7,"Sesamum(Sesame,Gingelly,Til)"
12.5,70.9,220.0,93.7,136.6,168.7,4.7,Black Gram Dal (Urd Dal)
18.5,65.3,298.4,123.4,77.8,203.0,7.3,Almond(Badam)
17.8,52.4,87.5,82.8,85.1,178.4,7.9,Ground Nut Seed
23.5,63.8,89.4,119.9,131.9,92.2,5.6,Jamun(Narale Hannu)
28.2,54.3,106.3,36.0,69.5,75.3,8.2,Chili Red
18.3,85.3,195.8,83.0,51.5,10.7,4.6,Brinjal
21.1,54.6,129.4,61.4,88.5,101.1,7.9,Sabu Dan
25.6,51.9,268.3,55.3,48.6,42.5,6.0,Safflower
12.9,37.6,65.4,139.5,56.1,185.7,5.7,Grapes
19.7,37.7,146.7,123.6,58.8,170.9,6.0,Snakeguard
31.5,56.6,284.7,41.3,68.9,155.2,7.3,Cherry
19.7,84.0,176.4,44.4,130.0,6.6,4.6,Seetapal
25.5,54.8,99.8,57.7,10.5,118.0,7.9,Little gourd (Kundru)
39.5,64.1,100.7,41.0,100.6,189.6,5.2,Long Melon(Kakri)
22.8,72.1,158.7,58.5,110.2,35.8,5.9,Sweet Pumpkin
12.1,65.8,53.4,45.5,135.2,62.3,8.3,Pear(Marasebu)
37.8,63.2,161.9,135.5,67.3,131.5,6.0,Cabbage
30.3,60.6,285.7,55.8,33.3,67.0,7.9,Cardamoms
26.1,66.4,220.7,24.3,43.7,150.9,5.2,Elephant Yam (Suran)
36.1,70.4,61.0,135.5,133.1,25.9,5.0,Cherry
37.6,65.1,244.9,105.4,37.4,63.6,6.4,Pumpkin
34.6,63.8,181.3,101.4,2.9,141.5,8.2,Litchi
25.2,53.2,276.6,2.2,113.4,25.5,7.7,Chilly Capsicum
13.4,57.4,50.1,70.9,134.0,40.8,7.1,Green Peas
17.6,77.6,56.0,48.1,71.7,167.8,7.9,Wheat
19.8,47.4,186.2,45.7,125.2,43.2,8.0,Carrot
11.7,45.7,159.0,22.0,137.4,157.2,5.6,Cardamoms
13.8,56.5,60.6,95.8,130.9,171.6,5.0,Ridgeguard(Tori)
25.2,85.9,130.2,83.1,53.5,93.1,6.7,Arhar (Tur/Red Gram)(Whole)
21.5,38.0,119.3,33.6,43.6,61.3,6.7,Arecanut(Betelnut/Supari)
37.5,54.4,219.3,101.9,99.0,185.2,5.4,Jack Fruit
26.7,49.9,136.0,40.6,66.0,69.1,6.7,Maize
11.9,80.5,245.0,126.3,45.2,186.9,6.1,Cherry
27.3,88.6,293.6,17.7,111.8,164.6,6.0,"Sesamum(Sesame,Gingelly,Til)"
22.9,75.7,288.3,138.0,61.2,194.8,4.6,Spinach
12.5,84.2,276.8,97.8,134.3,166.3,7.8,Chow Chow
34.8,84.8,270.0,140.0,35.4,156.5,6.8,Beetroot
12.6,82.1,119.7,28.5,40.7,115.7,4.8,Marigold(Calcutta)
30.8,57.0,252.9,74.7,48.7,68.1,8.1,Sugar
11.5,75.6,129.1,52.6,70.4,104.0,5.3,Chili Red
29.8,75.9,116.3,2.9,11.9,198.4,5.7,Lentil (Masur)(Whole)
10.1,88.1,108.0,128.4,15.8,48.8,5.4,Almond(Badam)
27.8,49.9,83.5,82.9,94.1,197.9,7.3,Cotton
29.7,55.1,228.5,120.6,22.4,92.6,6.1,Jowar(Sorghum)
19.3,48.7,107.0,44.4,31.0,185.7,8.1,Coconut
26.6,71.1,133.3,60.1,84.5,86.4,6.3,Mint(Pudina)
33.1,80.7,240.3,87.7,19.0,6.7,8.2,Green Gram (Moong)(Whole)
33.6,72.0,247.2,80.5,125.1,112.8,5.4,Sugar
37.6,66.5,173.8,104.0,51.2,39.7,7.9,Corriander seed
13.9,44.5,89.5,86.4,86.8,120.2,7.1,Mataki
27.1,75.3,74.7,122.9,77.8,7.7,7.1,Peas Wet
22.4,70.2,172.4,61.2,42.1,78.4,5.9,Peach
11.1,47.0,213.1,90.7,10.7,58.9,6.8,Bengal Gram(Gram)(Whole)
29.8,30.5,150.1,127.6,128.3,38.4,6.1,Chili Red
12.9,59.7,254.8,108.4,136.0,29.0,6.0,Cummin Seed(Jeera)
18.4,43.7,262.2,129.3,101.5,6.1,7.6,Arhar (Tur/Red Gram)(Whole)
30.5,79.5,181.4,135.2,0.6,167.8,5.8,Other Pulses
33.9,32.6,191.7,55.7,111.9,7.9,6.1,Coconut
24.5,77.5,242.7,97.6,119.0,35.9,7.1,Grapes
22.9,54.5,230.0,26.9,119.2,66.9,6.3,Orange
29.1,44.4,106.1,51.7,112.8,46.1,7.6,Jute
34.7,74.5,226.1,9.4,6.3,142.5,8.3,Jute
26.3,41.7,208.8,6.0,144.1,5.5,4.7,Cherry
33.7,42.1,171.3,85.0,23.2,159.6,5.7,Ridgeguard(Tori)
25.7,41.6,273.0,4.3,129.8,10.4,7.2,Peach
35.8,64.6,272.7,83.6,117.5,88.1,7.5,Plum
32.3,45.1,96.1,11.3,62.1,141.1,4.7,Ragi (Finger Millet)
22.4,73.8,83.8,27.7,26.2,53.8,6.6,Grapes
39.1,33.1,137.3,11.8,123.8,144.1,7.7,Pointed gourd (Parval)
13.0,67.5,78.3,35.7,25.8,35.5,7.0,Green Chilli
29.1,43.3,294.6,104.7,80.9,37.0,4.7,Goat
37.0,80.0,188.4,86.3,68.8,80.3,8.2,Jack Fruit
28.5,38.3,59.3,111.8,103.8,63.5,4.7,Cucumbar(Kheera)
27.2,66.4,92.2,120.1,135.0,158.9,8.3,Gur(Jaggery)
36.3,67.0,199.6,18.1,104.7,123.0,6.5,Jowar(Sorghum)
28.7,69.7,127.8,44.8,49.2,139.4,4.7,Bottle gourd
16.8,37.9,149.7,129.2,68.4,2.7,5.6,Cummin Seed(Jeera)
20.4,65.5,264.1,52.6,102.9,166.4,5.3,Banana
16.0,54.8,203.5,29.9,42.3,175.2,8.5,Cinamon(Dalchini)
34.3,37.7,238.8,30.0,141.7,10.7,5.9,Cherry
14.4,87.8,53.5,95.4,127.6,5.2,7.4,Safflower
29.9,36.3,218.0,89.0,116.8,169.2,8.0,Ground Nut Seed
36.3,49.2,196.6,10.8,37.4,19.3,5.8,Masur Dal
14.0,61.0,62.4,123.4,49.8,175.5,7.3,Carrot
24.0,68.2,124.5,25.6,89.4,47.9,4.8,Drumstick
14.0,67.8,63.6,104.8,46.1,0.0,6.5,Green Chilli
19.5,38.5,144.7,94.2,52.4,118.9,6.9,Karbuja(Musk Melon)
22.9,59.2,84.5,94.3,86.4,60.4,4.6,Pomegranate
24.2,31.5,242.8,11.5,93.0,164.7,5.6,Pear(Marasebu)
38.2,47.3,220.0,9.6,105.3,115.5,5.5,Bajra(Pearl Millet/Cumbu)
11.5,32.1,187.8,61.3,121.7,32.9,4.6,Soanf
25.2,34.1,280.9,41.2,128.5,102.0,7.9,Cummin Seed(Jeera)
23.4,30.8,169.4,125.4,86.5,90.3,5.1,Tender Coconut
12.4,40.3,167.8,124.8,83.4,172.6,6.6,Plum
14.8,31.8,214.5,88.7,30.6,30.6,5.1,Bajra(Pearl Millet/Cumbu)
28.0,32.9,129.9,55.3,36.0,7.9,5.8,Snakeguard
33.7,48.6,287.1,134.5,60.2,133.7,7.8,Water Melon
12.3,87.6,269.7,105.7,135.4,45.1,7.8,Seetapal
31.5,76.6,237.7,44.9,109.8,160.8,6.6,Linseed
35.5,49.4,159.8,45.3,45.0,153.2,7.5,Linseed
36.2,80.8,275.1,54.4,93.0,57.0,5.2,Carrot
10.2,60.2,262.0,77.3,88.1,6.3,7.9,Banana
36.7,50.5,250.3,35.1,6.0,102.6,8.1,Cow
23.4,85.7,124.8,56.1,57.5,111.9,6.8,Karbuja(Musk Melon)
22.8,31.0,57.0,66.0,26.6,119.9,6.1,Black pepper
19.6,37.9,144.1,94.1,113.4,108.8,6.9,Papaya
12.6,80.9,186.8,129.0,132.9,188.7,4.8,Arecanut(Betelnut/Supari)
18.2,31.6,141.3,6.3,130.6,195.5,7.4,Sugarcane
31.8,59.5,66.7,124.6,129.1,66.2,8.2,Plum
11.4,41.7,273.4,91.0,107.1,127.4,6.0,Bhindi(Ladies Finger)
34.7,81.0,103.0,92.0,68.5,180.4,5.4,Mint(Pudina)
13.2,59.1,262.6,102.2,104.5,75.0,7.3,Chow Chow
33.9,47.4,299.2,19.7,139.5,184.9,6.7,Cinamon(Dalchini)
23.2,53.5,191.2,33.9,11.4,5.0,5.5,Pomegranate
37.0,76.2,205.8,55.5,84.5,99.4,5.6,Litchi
20.5,75.8,74.2,49.2,121.4,13.7,8.3,Potato
34.5,65.8,148.4,66.3,123.9,69.7,8.0,Green Peas
37.6,73.0,156.5,26.6,32.1,90.8,7.6,Arecanut(Betelnut/Supari)
34.6,83.3,99.8,39.8,41.9,77.3,6.1,Linseed
36.7,68.0,207.3,19.9,5.7,143.8,5.0,Mataki
25.0,72.5,104.7,106.5,104.5,185.3,4.6,Cotton
10.4,37.1,269.3,117.1,42.8,58.5,7.7,Sweet Potato
20.4,62.6,286.6,20.1,0.3,15.8,6.4,Pomegranate
13.8,41.6,180.8,16.1,139.9,104.0,6.0,Snakeguard
19.2,79.9,283.7,122.3,75.8,181.3,8.2,Black pepper
25.7,68.7,184.4,91.7,131.6,203.6,7.3,Bhindi(Ladies Finger)
24.9,57.5,60.0,116.8,54.7,14.9,6.3,Jamun(Narale Hannu)
29.8,43.3,291.4,17.4,69.6,17.4,4.6,Coriander(Leaves)
23.0,64.2,269.2,130.0,76.7,154.5,6.3,Arhar Dal(Tur Dal)
13.7,81.8,57.9,136.8,28.8,22.6,6.8,Chow Chow
15.9,60.3,198.8,47.5,82.6,181.9,6.7,Corriander seed
39.8,53.7,206.1,134.8,120.6,95.0,7.4,Chow Chow
14.2,83.2,232.4,23.1,82.0,64.1,5.2,Kulthi(Horse Gram)
13.1,73.0,124.9,23.3,21.4,64.6,6.9,Jamun(Narale Hannu)
21.9,54.4,190.2,32.0,119.2,60.6,7.3,Jamun(Narale Hannu)
18.5,77.0,217.7,83.7,27.9,45.2,4.7,Ghee
27.6,36.1,131.0,84.5,2.0,8.7,7.2,Arhar (Tur/Red Gram)(Whole)
17.2,67.6,61.4,110.4,79.2,169.8,5.4,Onion
13.0,66.6,99.1,35.2,25.2,196.4,7.9,Tomato
18.2,79.5,273.1,49.1,98.8,24.0,7.5,Ridgeguard(Tori)
25.8,82.0,99.3,59.7,32.3,81.3,8.1,Cotton
21.1,36.3,199.3,23.7,100.5,151.1,6.4,Ginger(Green)
10.4,58.8,82.3,25.7,69.7,177.7,7.9,Apple
10.4,85.8,274.5,9.4,87.7,161.0,6.1,Black pepper
28.8,63.2,290.3,26.2,50.9,117.4,8.0,Mint(Pudina)
10.9,53.7,282.6,87.7,12.2,181.4,5.6,Snakeguard
37.1,75.0,281.0,95.7,26.8,63.2,6.4,Cucumbar(Kheera)
36.7,82.4,294.5,71.7,120.5,87.6,6.2,Sweet Pumpkin
22.0,54.1,151.3,13.7,141.4,28.4,5.9,Sugar
13.3,78.8,235.9,122.6,17.2,155.9,7.1,Black pepper
30.9,37.4,287.1,12.6,136.8,170.8,7.2,Pear(Marasebu)
27.3,35.5,212.2,59.5,117.7,188.4,6.9,Ground Nut Seed
17.1,38.6,96.4,25.5,74.4,173.2,4.8,Sabu Dan
22.3,81.2,144.7,127.2,125.8,12.7,5.7,French Beans (Frasbean)
33.1,80.5,204.4,90.2,4.1,169.8,7.7,Ajwan
15.8,55.2,272.0,74.5,108.5,35.7,4.9,Bottle gourd
34.7,85.9,205.9,48.1,22.3,54.4,5.5,Cashewnuts
28.0,77.9,294.1,120.5,80.9,74.6,6.4,Long Melon(Kakri)
24.9,58.6,257.8,43.1,118.4,198.4,4.9,Ginger(Green)
39.7,39.4,113.4,12.5,39.4,157.4,7.9,Karbuja(Musk Melon)
32.5,44.9,166.2,135.2,43.2,45.7,5.3,Seetapal
29.8,51.9,167.6,37.3,50.0,133.1,8.0,Marigold(Calcutta)
19.2,75.6,204.9,10.8,74.4,70.4,5.8,Maize
34.6,47.1,84.2,21.9,140.5,138.0,4.7,"Sesamum(Sesame,Gingelly,Til)"
13.4,64.6,60.2,73.8,128.5,171.8,8.0,Ghee
25.3,52.9,201.2,98.1,86.1,188.7,7.0,Long Melon(Kakri)
13.8,32.5,120.4,34.2,81.3,4.5,6.6,Grapes
38.7,51.1,121.0,90.6,92.2,23.1,8.2,Sunflower
37.0,72.5,292.7,89.0,139.7,32.4,4.7,Coconut
15.3,47.1,289.0,102.8,95.9,167.5,5.0,Turmeric
27.9,45.9,181.9,72.4,134.0,112.6,6.8,Jack Fruit
11.3,89.7,139.8,65.9,109.4,61.0,5.3,Garlic
19.0,72.2,105.0,1.6,125.6,107.3,8.4,"Sesamum(Sesame,Gingelly,Til)"
19.7,62.3,293.4,55.9,31.9,34.2,5.2,Litchi
27.4,72.9,279.2,98.8,97.4,80.8,4.5,Jamun(Narale Hannu)
11.1,40.9,108.2,91.7,68.0,94.0,7.6,Gur(Jaggery)
37.6,32.8,135.7,3.2,39.5,176.7,4.6,Cowpea (Lobia/Karamani)
27.7,83.9,248.3,76.5,61.2,126.8,6.3,Jack Fruit
31.4,78.9,169.4,25.4,39.3,85.9,6.0,Jack Fruit
27.1,61.1,213.6,73.9,33.2,41.2,8.1,Green Peas
31.9,45.7,69.5,48.2,43.4,138.5,6.7,Other Pulses
38.4,62.8,134.0,47.4,108.9,139.1,7.4,Tomato
16.7,48.1,91.1,59.6,5.1,182.2,5.2,Seetapal
30.8,45.8,284.8,89.1,47.1,55.2,5.3,Ragi (Finger Millet)
26.4,76.6,134.7,113.2,126.0,134.7,7.0,Rice
31.9,82.3,74.5,61.1,139.5,171.0,6.5,Pineapple
18.1,35.5,299.6,83.1,67.5,94.9,8.4,Raddish
38.8,82.1,193.0,58.8,8.4,194.2,8.3,Coriander(Leaves)
33.7,66.1,134.8,76.2,6.0,152.7,6.3,Little gourd (Kundru)
34.7,63.7,116.1,18.2,72.0,83.5,7.3,Onion
18.0,77.9,98.4,59.2,71.1,102.6,6.6,Cummin Seed(Jeera)
30.9,47.4,67.6,70.7,63.6,28.3,6.5,Bengal Gram Dal (Chana Dal)
29.3,56.0,249.7,106.5,45.3,144.1,6.5,Lentil (Masur)(Whole)
11.2,59.3,113.8,96.7,94.8,111.1,5.9,"Sesamum(Sesame,Gingelly,Til)"
12.1,84.6,97.5,115.0,79.0,16.0,8.3,French Beans (Frasbean)
18.0,40.2,73.9,58.7,16.4,35.2,6.7,Green Chilli
21.9,34.7,143.4,96.4,97.3,32.8,4.5,Karbuja(Musk Melon)
21.4,78.1,148.0,105.1,18.2,158.4,5.4,Ground Nut Seed
35.6,88.5,159.9,8.5,108.6,115.9,6.3,Gur(Jaggery)
20.3,42.2,86.6,91.8,80.9,172.7,5.2,Papaya
10.5,42.8,108.6,45.7,40.9,121.0,8.0,Apple
15.2,46.9,96.4,30.6,93.9,189.2,4.5,Wheat
32.2,74.1,167.6,29.6,77.8,196.4,6.9,Banana
22.2,56.8,81.7,44.9,58.1,3.6,6.3,Pear(Marasebu)
29.2,47.5,198.1,107.6,142.1,186.8,6.5,Sweet Potato
18.7,71.0,216.5,38.1,34.0,21.3,4.7,Orange
10.4,84.7,118.7,124.3,28.6,90.1,7.5,Mango
21.3,32.3,204.6,47.1,95.1,79.0,7.2,Bitter gourd
36.7,88.1,224.4,16.9,70.4,167.4,6.8,Bengal Gram(Gram)(Whole)
20.8,61.2,58.4,43.8,24.1,28.4,5.8,Mint(Pudina)
32.1,67.6,167.9,134.4,98.0,186.1,7.4,Mataki
19.3,66.9,222.7,56.6,126.9,85.2,6.1,Arhar (Tur/Red Gram)(Whole)
33.3,43.6,94.0,121.3,64.4,28.1,7.9,Chow Chow
12.9,79.5,260.1,36.1,138.9,85.4,5.1,Onion Green
37.8,84.1,67.5,37.6,22.4,109.4,7.5,Pumpkin
38.1,77.6,269.6,28.4,46.3,64.6,4.9,Cardamoms
24.3,58.2,147.1,114.9,65.4,123.7,8.1,Chili Red
